,PURPOSE_CD,INTERVAL_NO,BID_OFFER_DATE_DT,QUANTITY_NO,AWARDED_QUANTITY_NO,ENERGY_PRICE_NO,MERIT_ORDER_NO,PARTIAL_QTY_ACCEPTED_IN,ZONE_CD,AWARDED_PRICE_NO,OPERATORE
2217028,OFF,12,2017-11-04,3.508,3.508,0.0,555.0,N,NORD,49.67,Bilateralista
2217074,OFF,12,2017-11-04,2.588,2.588,5.0,857.0,N,CSUD,49.67,FRI-EL TRADING SRL
2217075,OFF,12,2017-11-04,6.405,6.405,10.0,928.0,N,CSUD,49.67,FRI-EL TRADING SRL
2217076,OFF,12,2017-11-04,63.107,63.107,5.0,856.0,N,CSUD,49.67,FRI-EL TRADING SRL
2217124,OFF,12,2017-11-04,9.225,9.225,0.0,300.0,N,CSUD,49.67,Bilateralista
2217148,OFF,12,2017-11-04,18.0,18.0,0.0,51.0,N,NORD,49.67,EDISON TRADING S.P.A.
2217189,OFF,12,2017-11-04,6.3,6.3,0.0,556.0,N,NORD,49.67,Bilateralista
2217205,OFF,12,2017-11-04,8.28,8.28,0.0,557.0,N,SUD,49.67,Bilateralista
2217229,OFF,12,2017-11-04,1.5,1.5,0.0,41.0,N,NORD,49.67,TIRRENO POWER S.P.A.
2217253,OFF,12,2017-11-04,22.0,22.0,0.0,393.0,N,NORD,49.67,DOLOMITI ENERGIA TRADING SPA
2217277,OFF,12,2017-11-04,10.877,10.877,0.0,301.0,N,CSUD,49.67,Bilateralista
2217294,OFF,12,2017-11-04,1.77,1.77,10.0,915.0,N,NORD,49.67,EDISON TRADING S.P.A.
2217305,OFF,12,2017-11-04,1.232,1.232,10.0,914.0,N,NORD,49.67,EDISON TRADING S.P.A.
2217323,OFF,12,2017-11-04,0.182,0.182,0.0,179.0,N,CSUD,49.67,ENERGY.DIS S.R.L.
2217347,OFF,12,2017-11-04,1.0,1.0,0.0,530.0,N,NORD,49.67,EDISON TRADING S.P.A.
2217401,OFF,12,2017-11-04,122.225,122.225,44.15,1204.0,N,ROSN,49.67,EDISON TRADING S.P.A.
2217402,OFF,12,2017-11-04,122.225,122.225,44.16,1206.0,N,ROSN,49.67,EDISON TRADING S.P.A.
2217403,OFF,12,2017-11-04,122.224,122.224,44.17,1207.0,N,ROSN,49.67,EDISON TRADING S.P.A.
2217404,OFF,12,2017-11-04,350.0,350.0,0.0,715.0,N,ROSN,49.67,Bilateralista
2217475,OFF,12,2017-11-04,0.055,0.055,0.0,225.0,N,ROSN,49.67,ERG POWER GENERATION S.P.A.
2217476,OFF,12,2017-11-04,0.302,0.302,32.1,1085.0,N,ROSN,49.67,ERG POWER GENERATION S.P.A.
2217477,OFF,12,2017-11-04,1.342,1.342,42.1,1160.0,N,ROSN,49.67,ERG POWER GENERATION S.P.A.
2217520,OFF,12,2017-11-04,1.128,1.128,0.0,304.0,N,CSUD,49.67,Bilateralista
2217559,OFF,12,2017-11-04,0.005,0.005,0.0,228.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2217560,OFF,12,2017-11-04,0.177,0.177,32.1,1086.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2217561,OFF,12,2017-11-04,0.789,0.789,42.1,1161.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2217601,OFF,12,2017-11-04,0.477,0.477,0.0,80.0,N,SUD,49.67,ENEL PRODUZIONE S.P.A.
2217625,OFF,12,2017-11-04,19.3,19.3,0.0,82.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2217649,OFF,12,2017-11-04,39.6,39.6,0.0,81.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2217688,OFF,12,2017-11-04,0.041,0.041,0.0,229.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2217689,OFF,12,2017-11-04,0.403,0.403,32.1,1087.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2217690,OFF,12,2017-11-04,1.791,1.791,42.1,1162.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2217736,OFF,12,2017-11-04,8.2,8.2,0.0,341.0,N,NORD,49.67,Bilateralista
2217778,OFF,12,2017-11-04,3.73,3.73,1.0,772.0,N,SARD,49.67,DANSKE COMMODITIES A.S
2217779,OFF,12,2017-11-04,12.9,12.9,2.0,795.0,N,SARD,49.67,DANSKE COMMODITIES A.S
2217780,OFF,12,2017-11-04,2.0,2.0,20.0,989.0,N,SARD,49.67,DANSKE COMMODITIES A.S
2217781,OFF,12,2017-11-04,2.0,2.0,45.0,1219.0,N,SARD,49.67,DANSKE COMMODITIES A.S
2217826,OFF,12,2017-11-04,0.03,0.03,0.0,477.0,N,SUD,49.67,DUFERCO ENERGIA S.p.A.
2217850,OFF,12,2017-11-04,0.649,0.649,5.0,840.0,N,NORD,49.67,DUFENERGY TRADING SA
2217874,OFF,12,2017-11-04,0.015,0.015,9.61,869.0,N,CSUD,49.67,EGO TRADE SRL
2217898,OFF,12,2017-11-04,0.257,0.257,0.0,230.0,N,CSUD,49.67,ERG POWER GENERATION S.P.A.
2217933,OFF,12,2017-11-04,6.609,6.609,20.0,1002.0,N,NORD,49.67,Bilateralista
2217934,OFF,12,2017-11-04,9.578,9.578,20.0,995.0,N,NORD,49.67,EDELWEISS ENERGIA S.P.A.
2217970,OFF,12,2017-11-04,11.0,11.0,0.0,598.0,N,SUD,49.67,DUFENERGY TRADING SA
2217993,OFF,12,2017-11-04,7.134,7.134,0.0,302.0,N,NORD,49.67,Bilateralista
2218017,OFF,12,2017-11-04,16.834,16.834,0.0,305.0,N,CSUD,49.67,Bilateralista
2218030,OFF,12,2017-11-04,1.432,1.432,0.0,463.0,N,SARD,49.67,EDISON TRADING S.P.A.
2218060,OFF,12,2017-11-04,26.5,26.5,0.0,611.0,N,NORD,49.67,2V ENERGY SRL
2218084,OFF,12,2017-11-04,0.015,0.015,0.0,408.0,N,SUD,49.67,DUFENERGY TRADING SA
2218108,OFF,12,2017-11-04,34.0,34.0,10.0,895.0,N,SARD,49.67,OTTANA ENERGIA SPA
2218132,OFF,12,2017-11-04,20.025,20.025,0.0,534.0,N,NORD,49.67,ENEL PRODUZIONE S.P.A.
2218156,OFF,12,2017-11-04,0.161,0.161,0.0,411.0,N,SUD,49.67,DUFENERGY TRADING SA
2218174,OFF,12,2017-11-04,6.904,6.904,0.0,425.0,N,CSUD,49.67,DUFENERGY TRADING SA
2218190,OFF,12,2017-11-04,0.1,0.1,2.0,810.0,N,SUD,49.67,TRAILSTONE GMBH
2218214,OFF,12,2017-11-04,260.0,260.0,0.0,29.0,N,BRNN,49.67,Bilateralista
2218247,OFF,12,2017-11-04,2.01,2.01,0.0,558.0,N,NORD,49.67,Bilateralista
2218271,OFF,12,2017-11-04,0.125,0.125,2.04,827.0,N,SUD,49.67,EGO TRADE SRL
2218299,OFF,12,2017-11-04,0.051,0.051,0.0,351.0,N,SUD,49.67,Bilateralista
2218324,OFF,12,2017-11-04,30.0,30.0,0.0,394.0,N,NORD,49.67,DOLOMITI ENERGIA TRADING SPA
2218348,OFF,12,2017-11-04,11.355,11.355,0.0,634.0,N,NORD,49.67,Bilateralista
2218372,OFF,12,2017-11-04,0.124,0.124,0.0,500.0,N,SICI,49.67,AXPO ITALIA SPA
2218409,OFF,12,2017-11-04,7.834,7.834,0.0,449.0,N,SARD,49.67,DUFENERGY TRADING SA
2218434,OFF,12,2017-11-04,4.55,4.55,0.0,52.0,N,NORD,49.67,EDISON TRADING S.P.A.
2218458,OFF,12,2017-11-04,11.225,11.225,0.0,757.0,N,NORD,49.67,AXPO ITALIA SPA
2218497,OFF,12,2017-11-04,5.0,5.0,0.0,303.0,N,NORD,49.67,Bilateralista
2218517,OFF,12,2017-11-04,7.87,7.87,2.0,823.0,N,SICI,49.67,TRAILSTONE GMBH
2218546,OFF,12,2017-11-04,0.085,0.085,0.0,231.0,N,SICI,49.67,ERG POWER GENERATION S.P.A.
2218547,OFF,12,2017-11-04,1.115,1.115,23.23,1035.0,N,SICI,49.67,ERG POWER GENERATION S.P.A.
2218583,OFF,12,2017-11-04,13.299,13.299,0.0,736.0,N,NORD,49.67,Bilateralista
2218607,OFF,12,2017-11-04,0.054000000000000006,0.054000000000000006,9.52,867.0,N,SUD,49.67,EGO TRADE SRL
2218634,OFF,12,2017-11-04,150.0,150.0,0.0,680.0,N,FOGN,49.67,EDISON TRADING S.P.A.
2218635,OFF,12,2017-11-04,65.18,65.18,47.45,1252.0,N,FOGN,49.67,EDISON TRADING S.P.A.
2218636,OFF,12,2017-11-04,65.18,65.18,47.46,1256.0,N,FOGN,49.67,EDISON TRADING S.P.A.
2218637,OFF,12,2017-11-04,65.179,65.179,47.47,1257.0,N,FOGN,49.67,EDISON TRADING S.P.A.
2218694,OFF,12,2017-11-04,0.07,0.07,0.0,482.0,N,SUD,49.67,DUFERCO ENERGIA S.p.A.
2218718,OFF,12,2017-11-04,11.9,11.9,0.0,83.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2218742,OFF,12,2017-11-04,11.3,11.3,0.0,84.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2218766,OFF,12,2017-11-04,54.0,54.0,0.0,366.0,N,NORD,49.67,Bilateralista
2218791,OFF,12,2017-11-04,0.06,0.06,1.0,773.0,N,SUD,49.67,DANSKE COMMODITIES A.S
2218823,OFF,12,2017-11-04,0.03,0.03,1.0,774.0,N,CSUD,49.67,DANSKE COMMODITIES A.S
2218849,OFF,12,2017-11-04,4.1,4.1,0.0,307.0,N,CSUD,49.67,Bilateralista
2218873,OFF,12,2017-11-04,12.0,12.0,0.0,53.0,N,NORD,49.67,EDISON TRADING S.P.A.
2218902,OFF,12,2017-11-04,4.5,4.5,0.0,306.0,N,NORD,49.67,Bilateralista
2218926,OFF,12,2017-11-04,8.25,8.25,0.0,758.0,N,NORD,49.67,AXPO ITALIA SPA
2218942,OFF,12,2017-11-04,3.5,3.5,0.0,559.0,N,NORD,49.67,Bilateralista
2218962,OFF,12,2017-11-04,15.0,15.0,0.0,741.0,N,NORD,49.67,Bilateralista
2218997,OFF,12,2017-11-04,0.6409999999999999,0.6409999999999999,20.0,983.0,N,SUD,49.67,Bilateralista
2218998,OFF,12,2017-11-04,0.931,0.931,20.0,970.0,N,SUD,49.67,EDELWEISS ENERGIA S.P.A.
2219037,OFF,12,2017-11-04,250.0,250.0,0.0,751.0,N,CSUD,49.67,SORGENIA S.P.A.
2219038,OFF,12,2017-11-04,52.5,52.5,47.88,1261.0,N,CSUD,49.67,SORGENIA S.P.A.
2219066,OFF,12,2017-11-04,3.0,3.0,0.0,560.0,N,NORD,49.67,Bilateralista
2219075,OFF,12,2017-11-04,7.0,7.0,0.0,561.0,N,NORD,49.67,Bilateralista
2219097,OFF,12,2017-11-04,2.56,2.56,0.0,727.0,N,SUD,49.67,Bilateralista
2219113,OFF,12,2017-11-04,3.204,3.204,0.0,562.0,N,CSUD,49.67,Bilateralista
2219131,OFF,12,2017-11-04,10.45,10.45,0.0,612.0,N,NORD,49.67,2V ENERGY SRL
2219155,OFF,12,2017-11-04,9.835,9.835,0.0,744.0,N,NORD,49.67,DUFENERGY TRADING SA
2219181,OFF,12,2017-11-04,3.5,3.5,0.0,327.0,N,NORD,49.67,Bilateralista
2219205,OFF,12,2017-11-04,6.5,6.5,0.0,328.0,N,NORD,49.67,Bilateralista
2219226,OFF,12,2017-11-04,18.0,18.0,5.0,837.0,N,NORD,49.67,Bilateralista
2219238,OFF,12,2017-11-04,17.0,17.0,0.0,395.0,N,NORD,49.67,DOLOMITI ENERGIA TRADING SPA
2219267,OFF,12,2017-11-04,3.4,3.4,0.0,342.0,N,NORD,49.67,Bilateralista
2219291,OFF,12,2017-11-04,17.5,17.5,0.0,85.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2219326,OFF,12,2017-11-04,14.484000000000002,14.484000000000002,0.0,749.0,N,SICI,49.67,SASOL ITALY SPA
2219327,OFF,12,2017-11-04,5.895,5.895,36.53,1129.0,N,SICI,49.67,SASOL ITALY SPA
2219365,OFF,12,2017-11-04,13.802,13.802,0.0,308.0,N,NORD,49.67,Bilateralista
2219389,OFF,12,2017-11-04,0.47,0.47,0.0,377.0,N,SARD,49.67,Bilateralista
2219413,OFF,12,2017-11-04,5.2970000000000015,5.2970000000000015,0.0,604.0,N,NORD,49.67,DUFERCO ENERGIA S.p.A.
2219442,OFF,12,2017-11-04,23.342,23.342,48.0,1262.0,N,NORD,49.67,HERA TRADING S.R.L.
2219443,OFF,12,2017-11-04,49.928,49.928,0.0,703.0,N,NORD,49.67,HERA TRADING S.R.L.
2219475,OFF,12,2017-11-04,4.722,4.722,0.0,603.0,N,NORD,49.67,DUFERCO ENERGIA S.p.A.
2219499,OFF,12,2017-11-04,7.742000000000001,7.742000000000001,0.0,602.0,N,NORD,49.67,DUFERCO ENERGIA S.p.A.
2219523,OFF,12,2017-11-04,0.022,0.022,0.0,62.0,N,SUD,49.67,ENECO TRADE SRL
2219539,OFF,12,2017-11-04,9.725,9.725,0.0,203.0,N,CSUD,49.67,GSE SPA
2219556,OFF,12,2017-11-04,1.383,1.383,0.0,185.0,N,SUD,49.67,EOLICA ENERGIA SRL
2219584,OFF,12,2017-11-04,0.017,0.017,9.61,868.0,N,SUD,49.67,EGO TRADE SRL
2219608,OFF,12,2017-11-04,9.48,9.48,0.0,367.0,N,NORD,49.67,Bilateralista
2219632,OFF,12,2017-11-04,0.623,0.623,0.0,86.0,N,SICI,49.67,ENEL PRODUZIONE S.P.A.
2219656,OFF,12,2017-11-04,1.216,1.216,0.0,87.0,N,SICI,49.67,ENEL PRODUZIONE S.P.A.
2219680,OFF,12,2017-11-04,0.889,0.889,37.09,1132.0,N,NORD,49.67,EGO TRADE SRL
2219704,OFF,12,2017-11-04,11.1,11.1,0.0,546.0,N,NORD,49.67,ENGIE ITALIA SPA
2219728,OFF,12,2017-11-04,10.9,10.9,0.0,547.0,N,NORD,49.67,ENGIE ITALIA SPA
2219763,OFF,12,2017-11-04,4.45,4.45,20.0,1007.0,N,SUD,49.67,Bilateralista
2219764,OFF,12,2017-11-04,6.45,6.45,20.0,1000.0,N,SUD,49.67,EDELWEISS ENERGIA S.P.A.
2219800,OFF,12,2017-11-04,9.075,9.075,0.0,645.0,N,NORD,49.67,AXPO ITALIA SPA
2219821,OFF,12,2017-11-04,6.0,6.0,29.99,1055.0,N,CSUD,49.67,ENGIE ITALIA SPA
2219836,OFF,12,2017-11-04,3.8,3.8,0.0,578.0,N,NORD,49.67,Bilateralista
2219904,OFF,12,2017-11-04,193.5,193.5,0.0,685.0,N,ROSN,49.67,EP PRODUZIONE SPA
2219905,OFF,12,2017-11-04,75.0,75.0,0.0,700.0,N,ROSN,49.67,A2A SPA
2219906,OFF,12,2017-11-04,39.0,39.0,38.76,1140.0,N,ROSN,49.67,A2A SPA
2219907,OFF,12,2017-11-04,39.0,39.0,39.72,1146.0,N,ROSN,49.67,A2A SPA
2219908,OFF,12,2017-11-04,40.5,40.5,39.72,1147.0,N,ROSN,49.67,A2A SPA
2219992,OFF,12,2017-11-04,250.0,250.0,0.0,750.0,N,NORD,49.67,SORGENIA S.P.A.
2219993,OFF,12,2017-11-04,106.0,106.0,47.83,1260.0,N,NORD,49.67,SORGENIA S.P.A.
2220050,OFF,12,2017-11-04,50.062,50.062,43.0,1189.0,N,CSUD,49.67,HERA TRADING S.R.L.
2220051,OFF,12,2017-11-04,12.515,12.515,45.0,1225.0,N,CSUD,49.67,HERA TRADING S.R.L.
2220052,OFF,12,2017-11-04,78.0,78.0,0.0,689.0,N,CSUD,49.67,HERA TRADING S.R.L.
2220053,OFF,12,2017-11-04,122.0,122.0,0.0,696.0,N,CSUD,49.67,REPOWER ITALIA SPA
2220054,OFF,12,2017-11-04,19.576,19.576,45.0,1226.0,N,CSUD,49.67,REPOWER ITALIA SPA
2220055,OFF,12,2017-11-04,78.30199999999998,78.30199999999998,43.0,1190.0,N,CSUD,49.67,REPOWER ITALIA SPA
2220135,OFF,12,2017-11-04,5.345,5.345,10.0,905.0,N,SARD,49.67,EDISON TRADING S.P.A.
2220164,OFF,12,2017-11-04,0.263,0.263,0.0,234.0,N,SICI,49.67,ERG POWER GENERATION S.P.A.
2220165,OFF,12,2017-11-04,2.045,2.045,23.23,1036.0,N,SICI,49.67,ERG POWER GENERATION S.P.A.
2220201,OFF,12,2017-11-04,9.8,9.8,0.0,548.0,N,SARD,49.67,GREEN NETWORK SPA
2220240,OFF,12,2017-11-04,0.041,0.041,0.0,235.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2220241,OFF,12,2017-11-04,0.268,0.268,32.1,1088.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2220242,OFF,12,2017-11-04,1.193,1.193,42.1,1163.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2220289,OFF,12,2017-11-04,0.2,0.2,0.0,396.0,N,NORD,49.67,DOLOMITI ENERGIA TRADING SPA
2220318,OFF,12,2017-11-04,2.5,2.5,11.0,939.0,N,SUD,49.67,VEOS SPA
2220319,OFF,12,2017-11-04,25.0,25.0,0.1,762.0,N,SUD,49.67,VEOS SPA
2220375,OFF,12,2017-11-04,2.406,2.406,0.0,43.0,N,NORD,49.67,EDISON TRADING S.P.A.
2220407,OFF,12,2017-11-04,16.5,16.5,0.0,88.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2220431,OFF,12,2017-11-04,5.019,5.019,0.0,309.0,N,SUD,49.67,Bilateralista
2220455,OFF,12,2017-11-04,1.0,1.0,0.0,329.0,N,NORD,49.67,Bilateralista
2220487,OFF,12,2017-11-04,0.18,0.18,2.0,812.0,N,SUD,49.67,TRAILSTONE GMBH
2220511,OFF,12,2017-11-04,0.17,0.17,0.0,461.0,N,CSUD,49.67,DUFENERGY TRADING SA
2220535,OFF,12,2017-11-04,0.017,0.017,0.0,277.0,N,CSUD,49.67,API NòVA ENERGIA A R.L.
2220565,OFF,12,2017-11-04,3.305,3.305,0.0,310.0,N,NORD,49.67,Bilateralista
2220586,OFF,12,2017-11-04,4.4060000000000015,4.4060000000000015,0.0,311.0,N,NORD,49.67,Bilateralista
2220610,OFF,12,2017-11-04,0.253,0.253,0.0,494.0,N,SUD,49.67,DUFERCO ENERGIA S.p.A.
2220634,OFF,12,2017-11-04,0.975,0.975,0.0,89.0,N,SICI,49.67,ENEL PRODUZIONE S.P.A.
2220663,OFF,12,2017-11-04,0.622,0.622,0.0,236.0,N,SICI,49.67,ERG POWER GENERATION S.P.A.
2220664,OFF,12,2017-11-04,1.319,1.319,23.23,1037.0,N,SICI,49.67,ERG POWER GENERATION S.P.A.
2220705,OFF,12,2017-11-04,0.359,0.359,0.0,237.0,N,SICI,49.67,ERG POWER GENERATION S.P.A.
2220706,OFF,12,2017-11-04,1.287,1.287,23.23,1038.0,N,SICI,49.67,ERG POWER GENERATION S.P.A.
2220742,OFF,12,2017-11-04,0.19,0.19,2.0,811.0,N,SUD,49.67,TRAILSTONE GMBH
2220766,OFF,12,2017-11-04,28.5,28.5,0.0,553.0,N,SUD,49.67,API NòVA ENERGIA A R.L.
2220782,OFF,12,2017-11-04,0.02,0.02,1.0,775.0,N,CSUD,49.67,DANSKE COMMODITIES A.S
2220805,OFF,12,2017-11-04,1.538,1.538,0.0,443.0,N,SICI,49.67,DUFENERGY TRADING SA
2220829,OFF,12,2017-11-04,0.77,0.77,2.0,824.0,N,SICI,49.67,TRAILSTONE GMBH
2220853,OFF,12,2017-11-04,2.729,2.729,0.0,359.0,N,BRNN,49.67,Bilateralista
2220892,OFF,12,2017-11-04,0.69,0.69,0.0,238.0,N,BRNN,49.67,ERG POWER GENERATION S.P.A.
2220893,OFF,12,2017-11-04,0.206,0.206,32.1,1089.0,N,BRNN,49.67,ERG POWER GENERATION S.P.A.
2220894,OFF,12,2017-11-04,0.915,0.915,42.1,1164.0,N,BRNN,49.67,ERG POWER GENERATION S.P.A.
2220970,OFF,12,2017-11-04,66.0,66.0,38.85,1141.0,N,NORD,49.67,A2A SPA
2220971,OFF,12,2017-11-04,160.0,160.0,0.0,737.0,N,NORD,49.67,Bilateralista
2220972,OFF,12,2017-11-04,67.0,67.0,34.64,1123.0,N,NORD,49.67,Bilateralista
2220973,OFF,12,2017-11-04,67.0,67.0,37.85,1133.0,N,NORD,49.67,Bilateralista
2221057,OFF,12,2017-11-04,4.0,4.0,0.0,620.0,N,SICI,49.67,ERG POWER GENERATION S.P.A.
2221058,OFF,12,2017-11-04,60.0,60.0,38.99,1144.0,N,SICI,49.67,ERG POWER GENERATION S.P.A.
2221059,OFF,12,2017-11-04,50.0,50.0,0.0,626.0,N,SICI,49.67,Bilateralista
2221126,OFF,12,2017-11-04,13.0,13.0,30.0,1067.0,N,SARD,49.67,OTTANA ENERGIA SPA
2221150,OFF,12,2017-11-04,0.333,0.333,0.0,90.0,N,SICI,49.67,ENEL PRODUZIONE S.P.A.
2221174,OFF,12,2017-11-04,2.5,2.5,0.0,378.0,N,NORD,49.67,Bilateralista
2221192,OFF,12,2017-11-04,6.399,6.399,0.0,217.0,N,SUD,49.67,GREEN NETWORK SPA
2221203,OFF,12,2017-11-04,5.896,5.896,0.0,218.0,N,SUD,49.67,GREEN NETWORK SPA
2221214,OFF,12,2017-11-04,6.948,6.948,0.0,219.0,N,SUD,49.67,GREEN NETWORK SPA
2221231,OFF,12,2017-11-04,11.981,11.981,0.0,368.0,N,CNOR,49.67,Bilateralista
2221248,OFF,12,2017-11-04,4.752,4.752,0.0,369.0,N,CSUD,49.67,Bilateralista
2221266,OFF,12,2017-11-04,1.7,1.7,0.0,583.0,N,NORD,49.67,Bilateralista
2221290,OFF,12,2017-11-04,7.187,7.187,0.0,633.0,N,NORD,49.67,Bilateralista
2221314,OFF,12,2017-11-04,14.477,14.477,0.0,370.0,N,NORD,49.67,Bilateralista
2221338,OFF,12,2017-11-04,1.033,1.033,0.0,735.0,N,NORD,49.67,Bilateralista
2221356,OFF,12,2017-11-04,3.051,3.051,0.0,371.0,N,SUD,49.67,Bilateralista
2221373,OFF,12,2017-11-04,0.956,0.956,5.0,858.0,N,CNOR,49.67,EDISON TRADING S.P.A.
2221413,OFF,12,2017-11-04,5.0,5.0,5.0,841.0,N,CNOR,49.67,EDISON TRADING S.P.A.
2221414,OFF,12,2017-11-04,0.32,0.32,5.0,842.0,N,CNOR,49.67,EDISON TRADING S.P.A.
2221415,OFF,12,2017-11-04,5.489,5.489,5.0,843.0,N,CNOR,49.67,EDISON TRADING S.P.A.
2221471,OFF,12,2017-11-04,0.113,0.113,5.0,844.0,N,CSUD,49.67,EDISON TRADING S.P.A.
2221472,OFF,12,2017-11-04,0.262,0.262,5.0,845.0,N,CSUD,49.67,EDISON TRADING S.P.A.
2221473,OFF,12,2017-11-04,54.97,54.97,5.0,846.0,N,CSUD,49.67,EDISON TRADING S.P.A.
2221515,OFF,12,2017-11-04,1.565,1.565,5.0,859.0,N,NORD,49.67,EDISON TRADING S.P.A.
2221557,OFF,12,2017-11-04,1.0,1.0,5.0,847.0,N,NORD,49.67,EDISON TRADING S.P.A.
2221558,OFF,12,2017-11-04,15.039,15.039,5.0,848.0,N,NORD,49.67,EDISON TRADING S.P.A.
2221559,OFF,12,2017-11-04,1.991,1.991,5.0,849.0,N,NORD,49.67,EDISON TRADING S.P.A.
2221601,OFF,12,2017-11-04,10.3,10.3,5.0,860.0,N,NORD,49.67,EDISON TRADING S.P.A.
2221619,OFF,12,2017-11-04,3.552,3.552,5.0,850.0,N,SARD,49.67,EDISON TRADING S.P.A.
2221636,OFF,12,2017-11-04,0.59,0.59,5.0,851.0,N,SICI,49.67,EDISON TRADING S.P.A.
2221637,OFF,12,2017-11-04,15.525,15.525,5.0,852.0,N,SICI,49.67,EDISON TRADING S.P.A.
2221670,OFF,12,2017-11-04,2.486,2.486,5.0,853.0,N,SUD,49.67,EDISON TRADING S.P.A.
2221671,OFF,12,2017-11-04,0.029,0.029,5.0,854.0,N,SUD,49.67,EDISON TRADING S.P.A.
2221672,OFF,12,2017-11-04,47.018,47.018,5.0,855.0,N,SUD,49.67,EDISON TRADING S.P.A.
2221706,OFF,12,2017-11-04,6.343,6.343,0.0,646.0,N,CNOR,49.67,AXPO ITALIA SPA
2221730,OFF,12,2017-11-04,2.4730000000000003,2.4730000000000003,0.0,501.0,N,CNOR,49.67,AXPO ITALIA SPA
2221754,OFF,12,2017-11-04,0.003,0.003,0.0,759.0,N,CNOR,49.67,AXPO ITALIA SPA
2221778,OFF,12,2017-11-04,1.161,1.161,0.0,647.0,N,CSUD,49.67,AXPO ITALIA SPA
2221796,OFF,12,2017-11-04,3.23,3.23,0.0,502.0,N,CSUD,49.67,AXPO ITALIA SPA
2221813,OFF,12,2017-11-04,0.424,0.424,0.0,606.0,N,NORD,49.67,AXPO ITALIA SPA
2221837,OFF,12,2017-11-04,12.802,12.802,0.0,648.0,N,NORD,49.67,AXPO ITALIA SPA
2221861,OFF,12,2017-11-04,4.534,4.534,0.0,503.0,N,NORD,49.67,AXPO ITALIA SPA
2221885,OFF,12,2017-11-04,2.735,2.735,0.0,760.0,N,NORD,49.67,AXPO ITALIA SPA
2221902,OFF,12,2017-11-04,0.55,0.55,0.0,504.0,N,SARD,49.67,AXPO ITALIA SPA
2221919,OFF,12,2017-11-04,47.162,47.162,0.0,505.0,N,SICI,49.67,AXPO ITALIA SPA
2221943,OFF,12,2017-11-04,0.17,0.17,0.0,649.0,N,SUD,49.67,AXPO ITALIA SPA
2221961,OFF,12,2017-11-04,28.549,28.549,0.0,506.0,N,SUD,49.67,AXPO ITALIA SPA
2221978,OFF,12,2017-11-04,0.005,0.005,0.0,63.0,N,CSUD,49.67,ENECO TRADE SRL
2222002,OFF,12,2017-11-04,0.51,0.51,0.0,35.0,N,NORD,49.67,ENECO TRADE SRL
2222026,OFF,12,2017-11-04,10.24,10.24,0.0,498.0,N,SUD,49.67,SORGENIA S.P.A.
2222050,OFF,12,2017-11-04,3.0,3.0,0.0,340.0,N,NORD,49.67,Bilateralista
2222074,OFF,12,2017-11-04,10.93,10.93,0.0,638.0,N,CNOR,49.67,Bilateralista
2222098,OFF,12,2017-11-04,15.963,15.963,0.0,637.0,N,NORD,49.67,Bilateralista
2222122,OFF,12,2017-11-04,11.343,11.343,0.0,742.0,N,NORD,49.67,Bilateralista
2222146,OFF,12,2017-11-04,6.314,6.314,0.0,91.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2222170,OFF,12,2017-11-04,0.282,0.282,0.0,683.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2222194,OFF,12,2017-11-04,33.546,33.546,0.0,92.0,N,CSUD,49.67,ENEL PRODUZIONE S.P.A.
2222218,OFF,12,2017-11-04,0.006999999999999999,0.006999999999999999,0.0,684.0,N,CSUD,49.67,ENEL PRODUZIONE S.P.A.
2222240,OFF,12,2017-11-04,74.426,74.426,0.0,93.0,N,NORD,49.67,ENEL PRODUZIONE S.P.A.
2222264,OFF,12,2017-11-04,1.031,1.031,0.0,653.0,N,NORD,49.67,ENEL PRODUZIONE S.P.A.
2222288,OFF,12,2017-11-04,1.145,1.145,0.0,538.0,N,SARD,49.67,ENEL PRODUZIONE S.P.A.
2222305,OFF,12,2017-11-04,1.59,1.59,0.0,94.0,N,SARD,49.67,ENEL PRODUZIONE S.P.A.
2222323,OFF,12,2017-11-04,1.0,1.0,0.0,539.0,N,SICI,49.67,ENEL PRODUZIONE S.P.A.
2222347,OFF,12,2017-11-04,65.5,65.5,0.0,95.0,N,SICI,49.67,ENEL PRODUZIONE S.P.A.
2222371,OFF,12,2017-11-04,0.101,0.101,0.0,540.0,N,SUD,49.67,ENEL PRODUZIONE S.P.A.
